index,alpha_obs,delta_obs,l_obs,b_obs,N_obs,N_match,N_candi,unique,included
1,0.8414738809504652,0.13377759808704565,3.0120196210419126,-0.7189151427949289,1,1,2768,False,True
2,2.088254664536522,1.314902457066205,2.430382430631365,0.5307751827929709,0,0,0,False,False
3,0.33967047498002856,-0.50033094852452,-2.2822997242065934,-1.4654939104829383,0,0,0,False,False
4,1.0353897083862353,-0.28285013564133266,-2.6431184518192943,-0.7979634491745957,0,0,0,False,False
5,-1.0956401363354753,0.13746748715686855,0.8139753158974781,-0.15687783928339957,2,2,201,False,True
6,2.8759077298267455,-0.2854818026685972,-1.613073039466487,0.6751553306156892,0,0,0,False,False
7,2.3986278295141403,-0.13749983071971209,-2.132559139614645,0.4530906680296171,0,0,0,False,False
8,-2.9212024274617607,0.815959324051088,2.153829591236021,1.2282993937504796,0,0,0,False,False
9,2.3017843749568883,-0.25738195293887345,-2.0865940451517737,0.30625937562933936,0,0,0,False,False
10,-2.6062105986982895,0.5698948360633356,0.9936078745672141,1.2849445799370853,1,1,2768,False,True
11,-1.377929712401281,-0.9363883292109753,-0.31117357621105945,-0.35821966252809867,0,0,0,False,False
12,2.221771209057019,0.9901356481712944,2.8077352939769327,0.622707373825604,2,2,979,False,True
13,0.7422420772449438,-1.2338923242996644,-1.222837912460582,-0.7559539334347629,0,0,0,False,False
14,0.8282029487293148,0.14624482773813227,2.9879534336132227,-0.7186567935161716,1,1,2768,False,True
15,-0.5054261330660754,0.5984265100628599,1.5319283403189257,-0.2954164569561285,0,0,0,False,False
16,1.3772579412497281,-1.1741466132694975,-1.4363276873438817,-0.5945627209376306,0,0,0,False,False
17,1.3343913183055207,0.06412952651716634,-2.849270163992365,-0.37443519943075615,0,0,0,False,False
18,-0.47155745796995285,0.9205570237355224,1.7464173666226035,-0.0505524423658635,0,0,0,False,False
19,0.9342079128543261,0.9036591383812542,2.561366025373652,-0.05950711193141376,1,1,2768,False,True
20,-0.17486668578354303,-0.17839449318603684,1.1635744299455952,-1.0927044442510212,0,0,0,False,False
21,1.0549460649722686,-0.6268108310669942,-2.1385954762907904,-0.8535942268140485,0,0,0,False,False
22,-1.2128363290601971,0.038379114315535624,0.6702074767483004,-0.10106697560593268,0,0,0,False,False
23,-0.6192431884321001,-0.2781803171396412,0.6401732683561816,-0.7671165231816589,0,0,0,False,False
24,2.132553689917116,0.727440340555653,3.119343917560469,0.5506042248114486,0,0,0,False,False
25,2.320074280085337,1.0270641986418934,2.7534682904970706,0.669925652669828,1,1,2768,False,True
26,2.8959874690395555,0.4225241355266456,-2.55271592753674,1.1449012416344995,1,1,2768,False,True
27,-0.741700020658957,-0.4961129040907644,0.3106342171163923,-0.7234793440932935,0,0,0,False,False
28,1.1674079358820642,-0.43660165360259956,-2.3865931705883376,-0.7295691957918984,1,1,2768,False,True
29,0.6231569504424463,0.271004722972208,2.672373123000966,-0.7317547853375582,0,0,0,False,False
30,2.2546845618957345,-1.1015609888540054,-1.4253943234063762,-0.23025700293779242,3,3,4,False,True
31,2.2295247003088807,0.4962427427497612,-2.8762386288012207,0.5780725420077314,0,0,0,False,False
32,1.451415915485902,0.8677424283538714,2.80928317105759,0.15450377062772305,1,1,2768,False,True
33,-2.8205322185634567,-0.6161769699657793,-0.907273895423693,0.4773244081796442,0,0,0,False,False
34,0.21837964819459055,-0.4166686996355201,2.04825287574275,-1.5137251035870078,0,0,0,False,False
35,2.6534042159524205,1.2218775097204493,2.447220546019336,0.7191332487988362,0,0,0,False,False
36,-2.258774658518476,1.1535761944451897,1.7899269770966253,0.7783863427319506,1,1,2768,False,True
37,-0.6549765077091738,-0.1618154926005346,0.7613815288054546,-0.6860780841428991,1,1,2768,False,True
38,0.17927524298753061,-0.14363288016953374,2.008279308193469,-1.2381898438013605,0,0,0,False,False
39,3.130105068170005,0.44492878225175586,-2.485750643363141,1.3574992738398368,0,0,0,False,False
40,-2.9693948564891848,-0.8767284018910233,-1.030258686805798,0.2197947158108919,3,3,1,True,True
41,-0.3650920451520627,-0.371089911468337,0.6335259341251889,-1.0250871265926187,1,1,2768,False,True
42,2.6170544934958695,-0.33875461438485027,-1.806531471969297,0.48164932986967907,0,0,0,False,False
43,-2.435686646612614,0.12065658418520675,0.005658357618421039,0.9935360247347248,0,0,0,False,False
44,-3.09260260240823,-0.3458732232240609,-1.2190329364050854,0.7339959965811266,0,0,0,False,False
45,-2.241539555033893,0.7677116816763578,1.2523665199737133,0.9550718977150903,1,1,2768,False,True
46,2.5719082487958964,-0.5664046930274322,-1.6740682807372993,0.28556942864843465,0,0,0,False,False
47,2.8824848096200526,0.3713449079032736,-2.4445455643321203,1.1190988632837056,0,0,0,False,False
48,-1.606363896438502,0.3189663100386217,0.7556024421542347,0.3685403717529612,1,1,2768,False,True
49,1.38289844238634,0.14907144146027243,-2.899343753960867,-0.28899259115353104,1,1,2768,False,True
50,-0.9495896300203905,0.21196572943859843,0.9541614853382274,-0.24267192033158502,0,0,0,False,False
51,1.8888001207113518,1.2979636794916705,2.4527931055217573,0.47971117086574866,0,0,0,False,False
52,-3.063196794392215,0.10495588235777505,-1.3827296172184962,1.1769469966891344,1,1,2768,False,True
53,-1.7141614022388165,1.2637714710241226,1.8061904549330343,0.5602237522901875,3,3,3,False,True
54,-2.9100464190074606,0.00797236696989864,-0.9801967951168487,1.105241356937693,1,1,2768,False,True
55,-0.3637682472280144,1.4303389169278842,2.0626180236494918,0.3552645077579278,1,1,2768,False,True
56,-1.456361242121559,0.5197567073478538,1.0075742251884199,0.3165353589260813,0,0,0,False,False
57,0.06438544318523931,0.706503068756482,2.0145790891889748,-0.38147569471406156,0,0,0,False,False
58,1.1113993469347747,0.6816537324505647,2.8000586428625116,-0.14987537142196208,0,0,0,False,False
59,1.458282712154828,0.3752472602947946,-3.0551197429491967,-0.10685206687276425,1,1,2768,False,True
60,-0.05251705860044176,0.4386968946723398,1.836443966163504,-0.6203544500968,1,1,2768,False,True
61,3.1322903752523388,-0.9053070831054726,-1.1418190885721238,0.17681068016763066,2,2,474,False,True
62,-2.9159073607816404,0.6733620306611101,2.1406650553371858,1.3709088632415267,0,0,0,False,False
63,-0.25633491803657016,0.05661844407366071,1.3517398803248213,-0.8664397422337038,0,0,0,False,False
64,0.23737489457196137,-1.3327145583652633,-1.0000535858328607,-0.7115358680202656,0,0,0,False,False
65,-2.853227790181561,-0.6840947242292762,-0.9419787060675118,0.4116865979919223,0,0,0,False,False
66,2.6009881210806878,1.4269382535347241,2.264110672523495,0.5743764320713838,0,0,0,False,False
67,-0.6808217266065628,-0.5822107456360275,0.20558894820255702,-0.7891336912061003,0,0,0,False,False
68,-2.914661760937463,0.7607932301814149,2.1392010798085543,1.2834733242052643,0,0,0,False,False
69,0.8967996533370757,-0.28242060978481276,-2.7236508213656183,-0.9202876358770695,0,0,0,False,False
70,-0.06106434479121914,-0.7337089842813005,-0.33870439025934385,-1.2213816671158655,0,0,0,False,False
71,-2.350155437814676,-0.4990403651661758,-0.44279946214306376,0.4566438668545568,0,0,0,False,False
72,-2.8317203009825973,0.3949902567035345,-0.19850686705609588,1.4605182134482995,0,0,0,False,False
73,1.4801409967749262,-0.375933721490391,-2.3494678129028124,-0.4378164635561085,1,1,2768,False,True
74,-0.9305197211611036,0.6383649737900555,1.320285436836805,-0.017004070406378732,1,1,2768,False,True
75,0.7987702690157832,-0.6954510989637043,-1.9817222772520386,-1.0468138915490293,0,0,0,False,False
76,1.4721634438269895,-0.9122841411089925,-1.7521376415955459,-0.5627881036330163,0,0,0,False,False
77,2.3102747630882483,0.41109037773939566,-2.7523827061168005,0.6237358846096308,0,0,0,False,False
78,-0.94331496313028,0.3088011292030655,1.0408677753088282,-0.19521396475323574,0,0,0,False,False
79,-2.9683642906017136,-1.3828518877907268,-1.0059945507437789,-0.28576005776008484,0,0,0,False,False
80,-1.7499369319100873,-0.19721298468856024,0.20458388582642817,0.25618501008853845,0,0,0,False,False
81,2.9826352552551842,0.4382394000446634,-2.5513119323407247,1.2251929194647968,1,1,2768,False,True
82,-2.492525527200605,-0.9700609608936268,-0.7601822666192786,0.08233192012556292,3,3,6,False,True
83,2.407813506517183,-1.4006160878692608,-1.145271280663966,-0.3711971382160565,0,0,0,False,False
84,0.2620929951214981,-0.5056235291164891,-1.7892286771887145,-1.5245640583617996,0,0,0,False,False
85,-1.6510929490882014,1.0378392880872163,1.537982519846235,0.5567360237273012,1,1,2768,False,True
86,-0.19243285586471748,-0.342034000484812,0.8170682179111086,-1.1669841240061731,1,1,2768,False,True
87,-1.476478981848933,-0.1504393979157391,0.38148407593534905,0.045853593168526795,1,1,2768,False,True
88,1.5622252971801203,-0.8486201171558234,-1.8176060463400372,-0.4983756027966327,2,2,563,False,True
