index,alpha_obs,delta_obs,l_obs,b_obs,N_obs,N_match,N_candi,unique,included
1,2.369292382062273,-0.43357430815216275,-1.9009460311530884,0.24959818796501015,130,5,1,True,True
2,1.9231116233010983,-1.2722997341505062,-1.3203029068521932,-0.4141831969590262,152,5,1,True,True
3,-0.492330170161988,0.6196299341903936,1.5543753778373546,-0.2852977877453971,113,5,1,True,True
4,0.082691607542833,0.8028751582030806,2.0430376106534407,-0.28797086574144765,113,5,1,True,True
5,-2.1705493027762524,-0.31944564534738484,-0.17237166760326295,0.49724486323333755,128,5,1,True,True
6,-2.7404416564781298,-1.1516675637935252,-0.9242940844853336,-0.059998113550607024,160,5,1,True,True
7,-1.9350269693136528,0.4666912199135696,0.8053006299698691,0.7029722249945477,93,5,1,True,True
8,1.4918755340603633,-0.4359646739803661,-2.282984017938415,-0.4484313884819183,146,5,1,True,True
9,1.9914809018625723,-0.990200987579465,-1.5921731510463806,-0.2901293436502739,151,5,1,True,True
10,-1.6791875292274838,-1.4624242850746354,-0.8830376144895742,-0.43549391218889943,158,6,1,True,True
11,1.372067069327283,0.08692985845200893,-2.8494773848204256,-0.3304905282824003,149,6,1,True,True
12,-2.199349696375718,0.1549092461317458,0.27334169993626034,0.8222991537464174,96,5,1,True,True
13,-0.988761730313596,0.9479439333749146,1.5554695370274416,0.18977141232175473,120,5,1,True,True
14,1.154590078425203,-1.1979793698308758,-1.3767496038391052,-0.6667313113190831,137,5,1,True,True
15,-1.3809100367507408,0.1512210575295626,0.6941392015562236,0.0992503340736931,115,5,1,True,True
16,1.7098864725039329,0.08797354525431327,-2.6840796983992874,-0.035519685513602406,143,6,1,True,True
17,-2.8576185975909594,-0.2232381352537398,-0.9057416259225146,0.8716882169263628,98,5,1,True,True
18,-1.7186193699818806,0.2177749671193029,0.6081317694651154,0.4274851258739347,112,5,1,True,True
19,0.26724956536962763,0.4820192560764986,2.191990920393618,-0.6144153196029358,110,5,1,True,True
20,-1.2936258242645702,1.267249144298467,1.8102214139246282,0.4346756248480643,101,5,1,True,True
21,0.816451316593295,-0.3355063308135804,-2.6881794943980726,-1.0112269569907788,111,5,1,True,True
22,-2.296904976221956,0.24831160503930008,0.32964709101020695,0.9511221078696086,83,5,1,True,True
23,2.4135354994788916,0.6272003991188095,-3.0039666716821927,0.7550204226308396,88,5,1,True,True
24,-0.14356051023881822,0.7880366632748073,1.8795196494999153,-0.26545952799314576,113,5,1,True,True
25,-0.7893356422114772,-0.3906851817735173,0.4279990496567745,-0.654416294386492,103,5,1,True,True
26,1.6230189848041405,-1.316341704881994,-1.2825654782565117,-0.5003038455660211,150,5,1,True,True
27,2.682693911792197,-1.29285176663703,-1.1758728010463635,-0.2517698898827637,163,5,1,True,True
28,-0.6882303289473164,1.0372288230199154,1.7284754793142847,0.11600131148842437,111,5,1,True,True
29,3.136909022319866,1.3610809116894047,2.2062640330347527,0.6769650531642021,80,5,1,True,True
30,1.0945224678594894,0.08687203034822623,-3.0192308579602543,-0.5610856097564227,138,5,1,True,True
31,-1.2331249899322878,0.9463334149913316,1.4879187212346912,0.3163883575351099,113,5,1,True,True
32,1.4648990070126873,-0.3011042806184555,-2.4318259781832623,-0.4234676408242216,152,5,1,True,True
33,-1.3667041015699726,1.2892661683605349,1.830542232100525,0.45901278988401073,103,5,1,True,True
34,-1.8857755438573727,-0.808263757838111,-0.361581338140855,-0.013951310087935619,150,5,1,True,True
35,3.0164037982964516,-1.4899771688954817,-1.0260216500261343,-0.3973677348662672,149,5,1,True,True
36,0.07640497354538578,-0.21973376190412275,1.6164193825764777,-1.2816215335766599,85,6,1,True,True
37,3.039089134549414,-0.40443167663677804,-1.3723280642861582,0.6377889263279793,108,5,1,True,True
38,3.0982408305443556,1.0880916731555164,2.35279347746605,0.9310907048378473,73,5,1,True,True
39,-1.547325991785409,-0.04148371945438435,0.4449123229829848,0.15926844345137783,127,5,1,True,True
40,-2.349828983226625,-0.38319704292814505,-0.37007259750455823,0.5534702588868113,127,5,1,True,True
41,2.583490911723599,-0.24067388633201187,-1.9116551897533007,0.5284950779096271,102,5,1,True,True
42,-1.4549062758581188,-0.7062696046367712,-0.10809005587458742,-0.2244593559207418,140,6,1,True,True
43,-1.87689741229403,0.07272271839600687,0.38476037157371534,0.5032500046012583,116,6,1,True,True
44,0.8511975386359447,-0.17120056321466573,-2.9188470632882852,-0.907516972470781,116,5,1,True,True
45,2.1915196302322055,0.6838858494758215,-3.1039909966884505,0.5876081223697287,93,6,1,True,True
46,-3.0213754307054503,-1.4560620370410093,-1.0087489690124265,-0.35933352521611533,154,6,1,True,True
